C# time [ms],DC Motor PWM,Encoder Position [counts],Encoder Velocity [Hz]
17285,0,1187,0.8369952
17301,0,1187,0.8369952
17305,0,1187,0.8369952
17335,0,1187,0.8369952
17346,0,1187,0.8369952
17362,0,1187,0.8369952
17379,0,1228,0.8579201
17393,0,1228,0.8579201
17409,0,1228,0.8579201
17426,0,1228,0.8579201
17450,0,1228,0.8579201
17456,0,1228,0.8579201
17472,0,1228,0.8579201
17487,0,1228,0.8579201
17502,0,1228,0.8579201
17518,0,1228,0.8579201
17533,0,1228,0.8579201
17554,0,1228,0.8579201
17571,0,1269,0.8579201
17580,0,1269,0.8579201
17596,0,1269,0.8579201
17611,0,1269,0.8579201
17627,0,1269,0.8579201
17643,0,1269,0.8579201
17662,0,1269,0.8579201
17675,0,1269,0.8579201
17691,0,1269,0.8579201
17707,0,1269,0.8579201
17722,0,1269,0.8579201
17737,0,1269,0.8579201
17753,0,1269,0.8579201
17772,0,1269,0.8579201
17788,0,1312,0.8997698
17799,0,1312,0.8997698
17815,0,1312,0.8997698
17821,0,1312,0.8997698
17846,0,1312,0.8997698
17861,0,1312,0.8997698
17886,0,1312,0.8997698
17892,0,1312,0.8997698
17908,0,1312,0.8997698
17923,0,1312,0.8997698
17939,0,1312,0.8997698
17955,0,1312,0.8997698
17970,0,1312,0.8997698
17991,0,1355,0.8997698
17999,0,1355,0.8997698
18018,0,1355,0.8997698
18033,0,1355,0.8997698
18048,0,1355,0.8997698
18064,0,1355,0.8997698
18079,0,1355,0.8997698
18099,0,1355,0.8997698
18110,0,1355,0.8997698
18126,0,1355,0.8997698
18141,0,1355,0.8997698
18157,0,1355,0.8997698
18172,0,1355,0.8997698
18189,0,1397,0.878845
18209,0,1397,0.878845
18216,0,1397,0.878845
18235,0,1397,0.878845
18249,0,1397,0.878845
18265,0,1397,0.878845
18281,0,1397,0.878845
18298,0,1397,0.878845
18317,0,1397,0.878845
18328,0,1397,0.878845
18337,0,1397,0.878845
18358,0,1397,0.878845
18373,0,1397,0.878845
18390,0,1441,0.9206947
18404,0,1441,0.9206947
18428,0,1441,0.9206947
18435,0,1441,0.9206947
18451,0,1441,0.9206947
18467,0,1441,0.9206947
18482,0,1441,0.9206947
18498,0,1441,0.9206947
18514,0,1441,0.9206947
18533,0,1441,0.9206947
18544,0,1441,0.9206947
18561,0,1441,0.9206947
18576,0,1441,0.9206947
18592,0,1441,0.9206947
18611,0,1485,0.9206947
18623,0,1485,0.9206947
18641,0,1485,0.9206947
18654,0,1485,0.9206947
18670,0,1485,0.9206947
18686,0,1485,0.9206947
18702,0,1485,0.9206947
18718,0,1485,0.9206947
18734,0,1485,0.9206947
18754,0,1485,0.9206947
